Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,0.0
BASN,BASN_conventional_hydroelectric_1,1,1,0.0
BASN,BASN_conventional_steam_coal_1,1,1,0.0
BASN,BASN_geothermal_1,1,1,0.0
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,0.0
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,0.0
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,0.0
BASN,BASN_onshore_wind_turbine_1,1,1,0.0
BASN,BASN_small_hydroelectric_1,1,1,0.0
BASN,BASN_solar_photovoltaic_1,1,1,0.0
CANO,CANO_biomass_1,2,1,0.0
CANO,CANO_conventional_hydroelectric_1,2,1,0.0
CANO,CANO_hydroelectric_pumped_storage_1,2,1,4.226380354417168e7
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,0.0
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,0.0
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,0.0
CANO,CANO_natural_gas_steam_turbine_1,2,1,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,0.0
CANO,CANO_petroleum_liquids_1,2,1,0.0
CANO,CANO_small_hydroelectric_1,2,1,0.0
CANO,CANO_solar_photovoltaic_1,2,1,0.0
CASO,CASO_biomass_1,3,1,0.0
CASO,CASO_conventional_hydroelectric_1,3,1,0.0
CASO,CASO_geothermal_1,3,1,0.0
CASO,CASO_hydroelectric_pumped_storage_1,3,1,4.019264738588495e7
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,0.0
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,0.0
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,0.0
CASO,CASO_onshore_wind_turbine_1,3,1,0.0
CASO,CASO_petroleum_liquids_1,3,1,0.0
CASO,CASO_small_hydroelectric_1,3,1,0.0
CASO,CASO_solar_photovoltaic_1,3,1,0.0
FRCC,FRCC_biomass_1,4,1,0.0
FRCC,FRCC_conventional_hydroelectric_1,4,1,0.0
FRCC,FRCC_conventional_steam_coal_1,4,1,0.0
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,0.0
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,0.0
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,0.0
