model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,527935
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,749085
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,700614
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,2252365
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,13225747
USENSYS,BASN,BASN_biomass_1,Other,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,105127
USENSYS,BASN,BASN_biomass_1,Other,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,79037
USENSYS,BASN,BASN_biomass_1,Other,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,51340
USENSYS,BASN,BASN_biomass_2,Other,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,54980
USENSYS,BASN,BASN_biomass_2,Other,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,52570
USENSYS,BASN,BASN_biomass_2,Other,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,35525
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,8307101
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,5573821
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4831229
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,255
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,1275
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,27940
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,40430
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,3875746
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4763191
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4868532
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,489216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,9906425
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,10098980
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,10410565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,27775385
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,29823454
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,31537372
USENSYS,BASN,BASN_landbasedwind_class3_moderate_10,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,18242085
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4806320
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4978088
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,5203658
USENSYS,BASN,BASN_landbasedwind_class3_moderate_14,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,5316414
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,3048615
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,3272261
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4446781
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4466459
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4566153
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,12317825
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,13008172
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,13586821
USENSYS,BASN,BASN_landbasedwind_class3_moderate_23,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,2749147
USENSYS,BASN,BASN_landbasedwind_class3_moderate_23,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,2807110
USENSYS,BASN,BASN_landbasedwind_class3_moderate_23,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,2870793
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4146883
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4480370
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,4601180
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4,Wind,2030,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,14231081
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,15338357
USENSYS,BASN,BASN_landbasedwind_class3_moderate_4,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,16233267
USENSYS,BASN,BASN_landbasedwind_class3_moderate_5,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,20170771
USENSYS,BASN,BASN_landbasedwind_class3_moderate_5,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,21330729
USENSYS,BASN,BASN_landbasedwind_class3_moderate_6,Wind,2040,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,10798530
USENSYS,BASN,BASN_landbasedwind_class3_moderate_6,Wind,2050,26z-short-base-200-tx-200_w10_h168_1680w_myopic,MWh,11376367
